book,chapter,verse,tafsir
أخبار أيام ثاني,1,11,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,12,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,13,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,14,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,15,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,16,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,17,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,18,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,19,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,20,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,21,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,22,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,23,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,24,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,25,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,26,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,27,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,28,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,29,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,30,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,31,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,32,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,33,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,34,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,35,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,36,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,37,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,38,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,39,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,40,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,41,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,42,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,43,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,44,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,45,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,46,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,47,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,48,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,49,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,50,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,51,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,52,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,53,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,54,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,55,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,56,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,57,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,58,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,59,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,60,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,61,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,62,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
أخبار أيام ثاني,1,63,"الإصحاح الأول
يظهر هنا بوضوح أن التابوت كان مقره أورشليم داخل خيمة مخصصة له. واما خيمة الإجتماع كانت فى جبعون وبها مذبح النحاس (آيات 6\'a14) ولتفسير الإصحاح إرجع إلى  1 مل 3:4-15 \'ba  1 مل 1:26-29. ونجد زيادة هنا أن سليمان ذهب إلى جبعون ومعهُ جماعة الرؤساء."
